NU_ANO_CENSO|ID_ALUNO|ID_MATRICULA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2018|477046FA017EFA6217E35F6BF25A3159|286126752|25|9|2002|15|16|265|0|0|0|0|5|2|0|1|76|52|5218300|52|5207907|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|41|12288262||0|0|52040950|5|5204|52011|52|5207907|520790705|3|2|||||||||1|0|0
2018|68F745ABE1DDC9CCCF552F37BF5B55CE|286130377|26|8|2007|10|11|270|0|0|0|0|5|2|3|1|76|53|5300108|52|5208608|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|18|12463463||0|0|52016528|5|5203|52006|52|5208608|520860805|3|1|||||||||1|0|0
2018|AAC58CB4933CE44E6B188B5E74153BE1|286062976|11|3|2006|12|12|600|0|0|0|0|5|1|0|1|76|52|5201702|52|5201702|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|20|12460405||0|0|52004570|5|5201|52003|52|5201702|520170205|2|1|||||||||1|0|0
2018|A0016B20657BE99E14215DE84574DBE6|286067025|20|6|1975|42|43|225|0|0|0|0|5|2|0|1|76|41|4106308|52|5207105|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|0|1|0|71|12460614||0|0|52005330|5|5201|52003|52|5207105|520710505|2|1|||||||||1|0|0
2018|03A5CBB14CB79E830BAE6F6F6939DC98|286090034|15|6|2009|8|9|600|0|0|0|0|5|1|3|1|76|52|5212808|52|5212808|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|17|12462338||0|0|52007057|5|5202|52004|52|5212808|521280805|2|1|||||||||1|0|0
2018|0D7A5659B9F176E9EBFF6B6CBF1A0F8E|286090061|14|5|2011|7|7|600|0|0|0|0|5|1|3|1|76|52|5212808|52|5212808|1|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|15|12462335||0|0|52007057|5|5202|52004|52|5212808|521280805|2|1|||||||||1|0|0
2018|DE31DF701205095B5E2E523CE2D19EA3|286093933|20|7|1999|18|19|240|0|0|0|0|5|1|3|1|76|52|5214606|52|5214606|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|0|1|0|71|12462481||0|0|52008738|5|5202|52004|52|5214606|521460605|2|1|||||||||2|0|0
2018|D10A7C935E06B16080F2D2D777829074|286099195|1|7|2011|6|7|600|0|0|0|0|5|1|1|1|76|52|5218003|52|5218003|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|14|12462647||0|0|52010341|5|5202|52004|52|5218003|521800305|2|1|||||||||1|0|0
2018|C7DFD141E712B32DA1620EB9A8750F00|286111814|3|4|2003|15|15|300|0|0|0|0|5|2|3|1|76|52|5208004|52|5220009|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|20|12463014||0|0|52014118|5|5202|52005|52|5220009|522000905|2|1|||||||||1|0|0
2018|F3858F17F1B76FD6047A0A96EA42598B|17664269|24|6|2013|4|5|660|0|0|0|0|5|1|1|1|76|52|5208707|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|2|7503411||0|0|52076296|5|5203|52010|52|5208707|520870705|3|1|||||||||1|0|0
2018|CC470EAA45F6D1D08FCAD625D6BC8BAE|286058760|10|12|2010|7|8|300|0|0|0|0|5|2|1|1|76|53|5300108|52|5212501|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|15|12364415||0|0|52047679|5|5204|52012|52|5212501|521250105|3|1|||||||||1|0|0
2018|625047CB7370B613B0C7B3C95D45C6C0|286043805|6|5|2008|10|10|240|0|0|0|0|5|1|0|1|76|53|5300108|52|5208004|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|17|12188929||0|0|52076598|5|5204|52012|52|5208004|520800405|3|1|||||||||2|0|0
2018|F25A1788629945AA5F65334BAD71B408|286099248|22|8|2011|6|7|600|0|0|0|0|5|2|3|1|76|52|5218003|52|5218003|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|14|12462647||0|0|52010341|5|5202|52004|52|5218003|521800305|2|1|||||||||1|0|0
2018|648040B67CB9AE611006784EA937CC7B|286099294|6|7|2007|10|11|600|0|0|275|0|5|1|1|1|76|17|1721000|52|5218003|1|3|0|||||||||||||1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0||1|0|1|0|0|16|12461449||0|0|52010341|5|5202|52004|52|5218003|521800305|2|1|||||||||1|0|0
2018|06124C39099ED58E6B1B055741857873|286105451|3|5|2005|13|13|265|0|0|0|0|5|1|0|1|76|52|5220207|52|5203575|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|20|12461529||0|0|52010295|5|5202|52004|52|5203575|520357505|2|1|||||||||1|0|0
2018|2742072A001EE60B24438011B58A1014|286111929|22|9|2005|12|13|300|0|0|0|0|5|2|1|1|76|52|5208004|52|5220009|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|20|12463014||0|0|52014118|5|5202|52005|52|5220009|522000905|2|1|||||||||1|0|0
2018|685D909B658227246DDF55134659B1DE|286112832|19|11|2001|16|17|310|0|0|0|0|5|1|0|1|76|52|5205406|52|5205000|1|3|1|1|1|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|26|12463045||0|0|52015041|5|5203|52006|52|5205000|520500005|2|1|||||||||1|0|0
2018|E88D74BF19F961D28DD679BCE5A50804|286112884|20|11|2001|16|17|310|0|0|0|0|5|2|0|1|76|52|5205406|52|5205000|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|12463046||0|0|52015041|5|5203|52006|52|5205000|520500005|2|1|||||||||1|0|0
2018|319F263662A68980BD885889E540F194|286077199|4|3|2005|13|13|315|0|0|0|0|5|2|3|1|76|52|5204953|52|5204953|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|20|12460951||0|0|52006611|5|5202|52004|52|5204953|520495305|2|1|||||||||1|0|0
2018|B58AF8AEC98882B157E0D075B6DED88C|286077211|29|10|2007|10|11|270|0|0|0|0|5|2|3|1|76|52|5221601|52|5212808|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|18|12460962||0|0|52007200|5|5202|52004|52|5212808|521280805|3|1|||||||||1|0|0
2018|F4784924A903693579EEC4E0E5B708EB|286078247|22|4|2013|5|5|270|0|0|0|0|5|2|0|1|76|52|5212808|52|5212808|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|2|12461160||0|0|52007200|5|5202|52004|52|5212808|521280805|3|1|||||||||1|0|0
2018|46205723D5E02B206515D7997C52A9D6|286516961|9|5|2003|15|15|300|0|0|0|0|5|2|0|1|76|52|5201108|52|5201405|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|12480589||0|0|52074366|5|5203|52010|52|5201405|520140505|2|1|||||||||1|0|0
2018|9C17EBF92EFA69848C79783DBD289E90|268475213|15|4|2009|9|9|260|0|0|0|0|5|1|3|1|76|52|5208707|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|17|436260||0|0|52033902|5|5203|52010|52|5208707|520870705|4|1|1|0||1|0|0|0|0|1|0|0
2018|AFFAF6207A05985A5783C1D83DA31829|320829087|21|5|1991|27|27||0|0|0|0||1|0|1|76|52|5201405|||1|3||||||||||||||0|||||||||||||||||||||||||3|0|0|0|1|40|13568143|3038|0|0|52089886|5|5203|52010|52|5208707|520870705|4|1|1|0||0|0|0|1|0|1|0|0
2018|3F92EAC147CD63BF88DBC2DA809DFBCF|222351202|6|12|2001|16|17|340|0|0|0|0|5|2|0|1|76|52|5208707|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|12215826||0|0|52097676|5|5203|52010|52|5208707|520870705|4|1|1|0||1|0|0|0|0|1|0|0
2018|C6137B227671FC996DA6BD3549B87007|321817008|1|12|2011|6|7|270|||||5|1|3|1|76|35|3543402|52|5203906|1|3|0|||||||||||||1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0||1||||||13998231|||5|52098087|5|5205|52015|52|5203906|520390605|3|1|||||||||1|0|0
2018|AB69E2A6DDD57BBFE953C1EB9E179354|322179022|18|4|2009|9|9|265|72|0|0|0|5|1|0|1|76|52|5211503|52|5211503|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|16|12150753||0|0|52073122|5|5205|52015|52|5211503|521150305|3|1|||||||||1|0|0
2018|A9A993FC28CB40F0CBACFE29D4950A97|244133944|13|1|2003|15|15|330|0|0|0|0|5|1|1|1|76|33|3304557|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|12667132||0|0|52288358|5|5203|52010|52|5201405|520140505|4|1|1|0||1|0|0|0|0|1|0|0
2018|AE17B4579638752DDE6D3278AD4DB89A|327473062|21|3|2008|10|10|300|0|0|0|0|5|1|0|1|76|52|5214606|52|5214606|1|3|1|1|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|17|14335973||3|0|52008843|5|5202|52004|52|5214606|521460605|3|2|||||||||1|0|0
2018|1BCD69E31AC6220969D3F91E65961831|320974170|15|5|2009|9|9|240|0|0|0|0|5|2|0|1|76|53|5300108|||1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|16|11999105||0|0|52034372|5|5204|52012|52|5200258|520025805|4|1|1|0||1|0|0|0|0|1|0|0
2018|989CF1BDB4641955E9570559EEE1D822|321784641|29|6|2011|6|7|240|0|0|0|0|5|1|0|1|76|52|5218904|52|5218904|2|3|1|2|0|0|0|0|0|1|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|14|14032622||3|0|52019322|5|5203|52006|52|5218904|521890405|3|2|||||||||1|0|0
2018|2BAA60D9A87C143AD79D5F6EADD88209|322178795|30|8|2011|6|7|240|0|0|0|0|5|1|3|1|76|52|5208707|52|5218805|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|14|14032862||0|0|52091953|5|5203|52010|52|5200050|520005005|4|1|1|0||1|0|0|0|0|1|0|0
2018|6AF2BAEE4479D331B3A4EF8AD8F91725|296037297|23|5|1995|23|23|200|0|0|0|0|5|1|1|1|76|52|5208707|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|0|0|1|39|12557450|10144|0|0|52215385|5|5203|52010|52|5208707|520870705|2|1|||||||||1|0|0
2018|5CB040F37D8EA2A5A61D570C2C3B5814|222345388|13|2|2002|16|16|340|0|0|0|0|5|1|1|1|76|52|5208707|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|12215826||0|0|52097676|5|5203|52010|52|5208707|520870705|4|1|1|0||1|0|0|0|0|1|0|0
2018|463F7CB5C151254FF36E2F9B3C74F307|173210090|16|5|2002|16|16|330|0|0|0|0|5|2|0|1|76|52|5201405|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|12666332||0|0|52288358|5|5203|52010|52|5201405|520140505|4|1|1|0||1|0|0|0|0|1|0|0
2018|2383D565A9D4B9FA11425B7C20CDA014|327467852|16|5|2018|0|0|660|0|0|0|0|5|1|1|1|76|52|5218805|52|5218805|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|1|11880465||0|0|52079392|5|5205|52013|52|5218805|521880520|3|1|||||||||1|0|0
2018|1967560FDDB517C4C12CF09305731286|327473812|2|8|2005|12|13|60|||||2|1|3|1|76|52|5206701|52|5212709|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1||||||14279035|||4|52091902|5|5204|52011|52|5212709|521270905|2|1|||||||||1|0|0
2018|50CF5725BB93B430175AE0ACEE0B90B8|327560556|27|3|2006|12|12|120|||||1|1|0|1|76|52|5206701|52|5220702|2|3|0|||||||||||||0|||||||||||||||||||||||||1||||||14336916|||4|52043088|5|5204|52011|52|5220702|522070205|2|2|||||||||1|0|0
2018|9FF506B392708F03B76F1E0478E38B59|321890916|15|7|1981|36|37|265|0|0|265|0|5|2|3|1|76|52|5208707|52|5200134|1|3|0|||||||||||||1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0||1|0|1|0|0|41|12477492||0|0|52055930|5|5205|52014|52|5200134|520013405|2|1|||||||||1|0|0
2018|547C4CD811C9A084FE10F482392FB52F|223990520|19|7|2002|15|16|340|0|0|0|0|5|2|0|1|76|52|5208707|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|12216550||0|0|52097676|5|5203|52010|52|5208707|520870705|4|1|1|0||1|0|0|0|0|1|0|0
2018|AB69E2A6DDD57BBFE953C1EB9E179354|322171142|18|4|2009|9|9|180|||||2|1|0|1|76|52|5211503|52|5211503|1|3|0|||||||||||||0|||||||||||||||||||||||||1||||||10073783|||4|52073122|5|5205|52015|52|5211503|521150305|3|1|||||||||1|0|0
2018|DAA45E99E7165ABAC0C2533135540C0F|312819059|14|9|1979|38|39||0|0|0|0||1|1|1|76|52|5205000|52|5208608|1|3||||||||||||||0|||||||||||||||||||||||||3|0|0|0|1|40|13641921|3036|0|0|52089886|5|5203|52010|52|5208707|520870705|4|1|1|0||0|0|0|1|0|1|0|0
2018|177B306C4F339386D3679DEF7CBDE035|307635377|24|2|2012|6|6|270|0|0|0|0|5|2|3|1|76|52|5218003|52|5218003|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|14|13190802||0|0|52010929|5|5202|52004|52|5218003|521800305|4|1|1|0||0|0|0|0|1|1|0|0
2018|1133AE79688196156426870CF37BEB64|294277610|21|9|2007|10|11|270|0|0|0|0|5|2|0|1|76|52|5218805|52|5214606|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|18|12738324||0|0|52009319|5|5202|52004|52|5214606|521460605|3|2|||||||||1|0|0
2018|7824CA74176ADE86671407749E7D599D|327372562|18|5|2015|3|3|330|0|0|0|0|5|2|1|1|76|52|5208707|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|1|14285073||0|0|52080129|5|5203|52010|52|5208707|520870705|4|1|1|0||1|0|0|0|0|1|0|0
2018|DBAEB1130F1932BC6D10702EB06AF23F|155366357|28|10|2007|10|11|240|0|0|0|0|5|1|3|1|76|53|5300108|52|5200258|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|18|3727101||0|0|52259374|5|5204|52012|52|5200258|520025805|4|1|1|0||1|0|0|0|0|1|0|0
2018|A8AE8A0BCE14647AF6903A8FA8443A14|327358641|21|6|2007|10|11|240|0|0|0|0|5|1|3|1|76|23|2313203|52|5200258|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|17|11880906||0|0|52051560|5|5204|52012|52|5200258|520025805|3|1|||||||||1|0|0
2018|FCB0E316E22A2B8D1B4A136CA939A6AA|323235027|10|2|2009|9|9|255|0|0|0|0|5|1|1|1|76|52|5201108|52|5201108|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|17|13676449||0|0|52163202|5|5203|52007|52|5201108|520110805|4|1|1|0||1|0|0|0|0|1|0|0
2018|699FEC21CEC268A18FD4F6848E5CA139|321649387|17|3|1990|28|28|600|0|0|0|0|5|2|0|1|76|52|5205406|52|5214861|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|0|0|1|40|14003055|1001|0|0|52108406|5|5203|52010|52|5208707|520870705|2|1|||||||||1|0|0
2018|967583C73DB4FA7C885CFD919A757FA2|322180770|21|11|2007|10|11|270|||||5|2|1|1|76|52|5209101|52|5203906|1|3|1|2|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0||1||||||13998231|||5|52098087|5|5205|52015|52|5203906|520390605|3|1|||||||||1|0|0
2018|66425115E4A6F81FB9EEAAA3E287B683|311002520|27|10|1973|44|45|870|0|0|0|0|2|2|1|1|76|21|2109007|||1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|0|0|1|40|13519610|3040|0|0|52089886|5|5203|52010|52|5208707|520870705|4|1|1|0||0|0|0|1|0|1|0|0
2018|E3FC83E73BD86716D64591248AEBD787|323234275|9|9|1982|35|36|195|0|0|0|0|5|1|0|1|76|52|5208004|52|5206701|1|3|0|||||||||||||0||||||||||||||||||||||||4|1|0|0|0|1|40|10374632|3040|0|0|52037045|5|5203|52010|52|5208707|520870705|1|1|||||||||1|0|0
2018|4BCFDD4E108C2C28F3EEFA3E394AFDF2|301619409|20|4|2012|6|6|255|0|0|0|0|5|1|0|1|76|52|5208707|52|5208707|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|14|12956591||0|0|52103773|5|5203|52010|52|5208707|520870705|4|1|1|0||1|0|0|0|0|0|0|0
2018|9718BF17F5C334CF4F41F56A281D319B|304270683|4|1|2011|7|7|240|72|0|0|0|5|2|3|1|76|52|5218300|52|5218300|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|15|13182826||0|0|52098389|5|5204|52011|52|5218300|521830005|3|2|||||||||2|0|0
2018|75DC12CA80A167C580D84F24B24299F8|304072304|14|4|2004|14|14|300|0|0|0|0|5|2|2|1|76|53|5300108|52|5219753|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|41|13233238||0|0|52073670|5|5204|52012|52|5219753|521975305|3|1|||||||||1|0|0
2018|29A98853768C75965180D9F15A22110D|304072325|15|7|2007|10|11|370|0|0|0|0|5|2|3|1|76|53|5300108|52|5219753|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|19|13233234||0|0|52073670|5|5204|52012|52|5219753|521975305|3|1|||||||||1|0|0
2018|D899A9D87C68B79E5825302B426D2CEA|304072348|30|1|2004|14|14|300|0|0|0|0|5|1|0|1|76|23|2309300|52|5219753|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|41|13233238||0|0|52073670|5|5204|52012|52|5219753|521975305|3|1|||||||||1|0|0
2018|0D1A5DB544324E76BDAAF1B9563114F5|304072441|29|6|2010|7|8|300|0|0|0|0|5|1|3|1|76|53|5300108|52|5219753|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|15|13233225||0|0|52073670|5|5204|52012|52|5219753|521975305|3|1|||||||||1|0|0
2018|5FCCF5B6C68D04BD98F171F9C95733CC|304072468|9|9|2010|7|8|300|48|0|0|0|5|1|2|1|76|52|5219753|52|5219753|1|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|15|13233224||0|0|52073670|5|5204|52012|52|5219753|521975305|3|1|||||||||1|0|0
